smiles,n_measurements,n_sources,p_activity_median,p_activity_best,value_nm_median,value_nm_best,endpoints,sources,compound_ids,target_names,document_years,potency_class,active_100nM,active_1uM,predicted_herg_blocker_probability,predicted_herg_risk
N#CC(Cc1ccncc1)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,1,1,5.055517327849831,5.055517327849831,8800.0,8800.0,IC50,ChEMBL,CHEMBL5931813,Menin,2021,weak_1uM_to_10uM,False,False,0.8898202687612339,high
O=S(=O)(c1ccncc1)c1ccc(cc1)N1CC(CN2CCC(CC2)C(Cc2ccncc2)(C#N)c2ccccc2)C1,1,1,5.055517327849831,5.055517327849831,8800.0,8800.0,IC50,BindingDB,480281,Menin,,weak_1uM_to_10uM,False,False,0.9014231818715935,high
C1CN(CCC1NC2=NC=NC3=CN=C(C=C32)Cl)CC4CN(C4)C5=CC=C(C=C5)S(=O)(=O)C6=CC=NC=C6,1,1,5.045757490560675,5.045757490560675,9000.0,9000.0,IC50,PubChem,168289691.0,,,weak_1uM_to_10uM,False,False,0.771577988472617,high
CCO[C@@H]1CCC[C@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccncc2)CC1)c1ccccc1,1,1,5.045757490560675,5.045757490560675,9000.0,9000.0,IC50,BindingDB,480139,Menin,,weak_1uM_to_10uM,False,False,0.855229583570513,high
CCO[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,1,1,5.045757490560675,5.045757490560675,9000.0,9000.0,IC50,ChEMBL,CHEMBL5821503,Menin,2021,weak_1uM_to_10uM,False,False,0.8702644271152676,high
CC(=O)OC[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1)c1ccccc1,1,1,5.031517051446064,5.031517051446064,9300.0,9300.0,IC50,BindingDB,480200,Menin,,weak_1uM_to_10uM,False,False,0.7619035009119407,high
CC(=O)OC[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,1,1,5.031517051446064,5.031517051446064,9300.0,9300.0,IC50,ChEMBL,CHEMBL6045176,Menin,2021,weak_1uM_to_10uM,False,False,0.7709213762283671,high
CC(=O)N1C(C2=C(CC(CC2=O)c2ccc(cc2)C(C)(C)C)Nc2ccccc12)c1cccnc1,2,1,5.020479303839453,5.154901959985743,10000.0,7000.0,IC50,BindingDB,152249,Menin,,weak_1uM_to_10uM,False,False,0.6758239353737361,medium
CC(=O)N1c2ccccc2NC2=C(C(=O)CC(c3ccc(C(C)(C)C)cc3)C2)C1c1cccnc1,2,1,5.020479303839453,5.154901959985743,10000.0,7000.0,IC50,ChEMBL,CHEMBL3696195,Menin,2015,weak_1uM_to_10uM,False,False,0.3694331588594018,medium
COC(=O)N1Cc2ccccc2C(C2CCN(CCCOc3ccc(C#N)cc3)CC2)([C@H]2CCC[C@@H]2OC)C1,1,1,5.017728766960431,5.017728766960431,9600.0,9600.0,IC50,ChEMBL,CHEMBL5758134,Menin,2021,weak_1uM_to_10uM,False,False,0.6800178733615948,medium
CO[C@H]1CCC[C@@H]1C1(CN(Cc2ccccc12)C(=O)OC)C1CCN(CCCOc2ccc(cc2)C#N)CC1,1,1,5.017728766960431,5.017728766960431,9600.0,9600.0,IC50,BindingDB,480263,Menin,,weak_1uM_to_10uM,False,False,0.7635326163270895,high
CO[C@@H]1CCC[C@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(C)(=O)=O)CC1)c1ccccc1,1,1,5.013228265733755,5.013228265733755,9700.0,9700.0,IC50,BindingDB,480120,Menin,,weak_1uM_to_10uM,False,False,0.8196575152369696,high
CO[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(C)(=O)=O)cc3)C2)CC1,1,1,5.013228265733755,5.013228265733755,9700.0,9700.0,IC50,ChEMBL,CHEMBL5990853,Menin,2021,weak_1uM_to_10uM,False,False,0.8366981186202856,high
CN(C)C1CCN(CC1)C2=NC3=C(C=C2)N=CN=C3NC4CCN(CC4)CC5CN(C5)C6=CC=C(C=C6)C#N,3,1,5.008773924307505,6.886056647693163,9800.0,130.0,IC50,PubChem,168279947.0,,,weak_1uM_to_10uM,False,False,0.9304167772619821,high
COCCCN1CCC(C2(C3CCCC3)NCCc3ccccc32)CC1,1,1,5.004364805402449,5.004364805402449,9900.0,9900.0,IC50,ChEMBL,CHEMBL5867086,Menin,2021,weak_1uM_to_10uM,False,False,0.8943341299232742,high
COCCCN1CCC(CC1)C1(NCCc2ccccc12)C1CCCC1,1,1,5.004364805402449,5.004364805402449,9900.0,9900.0,IC50,BindingDB,480023,Menin,,weak_1uM_to_10uM,False,False,0.7446709571849252,high
CCc1cc2c(N3CCN(C(=O)c4ccccc4)CC3)ncnc2s1,1,1,5.0,5.0,10000.0,10000.0,IC50,ChEMBL,CHEMBL568126,Menin,2015,weak_1uM_to_10uM,False,False,0.4899810297636457,medium
CCc1cc2c(ncnc2s1)N1CCN(CC1)C(=O)c1ccccc1,1,1,5.0,5.0,10000.0,10000.0,IC50,BindingDB,50302435,Menin,,weak_1uM_to_10uM,False,False,0.5057412890795248,medium
CCC1CCCC1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccncc2)CC1)c1ccccc1,1,1,4.991399828238082,4.991399828238082,10200.0,10200.0,IC50,BindingDB,480277,Menin,,low_or_inactive_>10uM,False,False,0.8647785247485996,high
CCC1CCCC1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,1,1,4.991399828238082,4.991399828238082,10200.0,10200.0,IC50,ChEMBL,CHEMBL5922501,Menin,2021,low_or_inactive_>10uM,False,False,0.8771486129978063,high
C1CN(CCC1N[C@@H]2C[C@H]2C3=CC=CC=C3)C4=C5C=C(SC5=NC=N4)CC(F)(F)F,1,1,4.989700043360188,4.989700043360188,10240.0,10240.0,IC50,PubChem,155515963.0,,,low_or_inactive_>10uM,False,False,0.8940765831981059,high
CO[C@H]1CCC[C@@H]1[C@@](C#N)(C2CCN(CC2)CC3CN(C3)C4=CC=C(C=C4)C#N)C5=CC=CC=C5,3,1,4.987162775294828,5.309803919971486,10300.0,4900.0,IC50;Ki,PubChem,132104449.0,,,low_or_inactive_>10uM,False,False,0.7121753049015239,high
CSC[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccncc2)CC1)c1ccccc1,1,1,4.987162775294828,4.987162775294828,10300.0,10300.0,IC50,BindingDB,480198,Menin,,low_or_inactive_>10uM,False,False,0.9369550196160918,high
CSC[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,1,1,4.987162775294828,4.987162775294828,10300.0,10300.0,IC50,ChEMBL,CHEMBL5932259,Menin,2021,low_or_inactive_>10uM,False,False,0.9447685432426296,high
COC(=O)N1Cc2ccccc2C(C2CCN(CCCOc3ccc(C#N)cc3)CC2)([C@@H]2CCC[C@H]2OC)C1,1,1,4.982966660701219,4.982966660701219,10400.0,10400.0,IC50,ChEMBL,CHEMBL6064433,Menin,2021,low_or_inactive_>10uM,False,False,0.6800178733615948,medium
CO[C@@H]1CCC[C@H]1C1(CN(Cc2ccccc12)C(=O)OC)C1CCN(CCCOc2ccc(cc2)C#N)CC1,1,1,4.982966660701219,4.982966660701219,10400.0,10400.0,IC50,BindingDB,480262,Menin,,low_or_inactive_>10uM,False,False,0.7635326163270895,high
N#Cc1ccc(OCCCN2CCC(C3(C4CCCS4(=O)=O)NCCc4ccccc43)CC2)cc1,1,1,4.97061622231479,4.97061622231479,10700.0,10700.0,IC50,ChEMBL,CHEMBL5768927,Menin,2021,low_or_inactive_>10uM,False,False,0.9014720888653557,high
O=S1(=O)CCCC1C1(NCCc2ccccc12)C1CCN(CCCOc2ccc(cc2)C#N)CC1,1,1,4.97061622231479,4.97061622231479,10700.0,10700.0,IC50,BindingDB,480243,Menin,,low_or_inactive_>10uM,False,False,0.7894826249033154,high
CO[C@@H]1CCC[C@H]1[C@@](C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)C#N)CC1)c1ccccc1,2,1,4.966818398870753,5.214670164989233,12600.0,6100.0,IC50;Ki,BindingDB,50516576,Menin,,low_or_inactive_>10uM,False,False,0.8479477021576041,high
CO[C@@H]1CCC[C@H]1[C@](C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1,2,1,4.966818398870753,5.214670164989233,12600.0,6100.0,IC50;Ki,ChEMBL,CHEMBL4474336,Menin,2019,low_or_inactive_>10uM,False,False,0.8655954577322383,high
N#Cc1ccc(OCCN2CCC(C3(C4CCCC4)NCCc4ccccc43)CC2)cc1,2,1,4.966650724788503,5.259637310505756,13350.0,5500.0,IC50;Ki,ChEMBL,CHEMBL4570651,Menin,2019,low_or_inactive_>10uM,False,False,0.9598466302310967,high
N#Cc1ccc(OCCN2CCC(CC2)C2(NCCc3ccccc23)C2CCCC2)cc1,2,1,4.966650724788503,5.259637310505756,13350.0,5500.0,IC50;Ki,BindingDB,50516555,Menin,,low_or_inactive_>10uM,False,False,0.9257972964499028,high
C1CN(CCC1C(C2=CC=CC=C2)(C3=CC=CC=C3)O)CCCOC4=CC=C(C=C4)C#N,1,1,4.966576244513051,4.966576244513051,10800.0,10800.0,IC50,PubChem,44543700.0,,,low_or_inactive_>10uM,False,False,0.6594616273918454,medium
N#Cc1ccc(OCCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,1,1,4.966576244513051,4.966576244513051,10800.0,10800.0,IC50,ChEMBL,CHEMBL3126202,Menin,2014,low_or_inactive_>10uM,False,False,0.8674522643074292,high
OC(C1CCN(CCCOc2ccc(cc2)C#N)CC1)(c1ccccc1)c1ccccc1,1,1,4.966576244513051,4.966576244513051,10800.0,10800.0,IC50,BindingDB,50496350,Menin,,low_or_inactive_>10uM,False,False,0.8556724340287308,high
N#Cc1ccc(OCCCN2CCC(C(C#N)(c3ccccc3)C3CCCCC3)CC2)cc1,1,1,4.954677021213342,4.954677021213342,11100.0,11100.0,IC50,ChEMBL,CHEMBL5993236,Menin,2021,low_or_inactive_>10uM,False,False,0.9260689357168655,high
N#Cc1ccc(OCCCN2CCC(CC2)C(C#N)(C2CCCCC2)c2ccccc2)cc1,1,1,4.954677021213342,4.954677021213342,11100.0,11100.0,IC50,BindingDB,480233,Menin,,low_or_inactive_>10uM,False,False,0.9115084389701235,high
C1CC1C(C2CCN(CC2)CCCOC3=CC=C(C=C3)C#N)(C4=CC=CC=C4)O,1,1,4.950781977329818,4.950781977329818,11200.0,11200.0,IC50,PubChem,46926616.0,,,low_or_inactive_>10uM,False,False,0.7422596356729824,high
CCC(C)CC1(C2CCN(CCCOc3ccc(C#N)cc3)CC2)NCCc2ccccc21,1,1,4.950781977329818,4.950781977329818,11200.0,11200.0,IC50,ChEMBL,CHEMBL5944307,Menin,2021,low_or_inactive_>10uM,False,False,0.8434432296411933,high
CCC(C)CC1(NCCc2ccccc12)C1CCN(CCCOc2ccc(cc2)C#N)CC1,1,1,4.950781977329818,4.950781977329818,11200.0,11200.0,IC50,BindingDB,480112,Menin,,low_or_inactive_>10uM,False,False,0.9144622166685785,high
N#Cc1ccc(OCCCN2CCC(C(O)(c3ccccc3)C3CC3)CC2)cc1,1,1,4.950781977329818,4.950781977329818,11200.0,11200.0,IC50,ChEMBL,CHEMBL3126182,Menin,2014,low_or_inactive_>10uM,False,False,0.8247954844072767,high
OC(C1CC1)(C1CCN(CCCOc2ccc(cc2)C#N)CC1)c1ccccc1,1,1,4.950781977329818,4.950781977329818,11200.0,11200.0,IC50,BindingDB,50496337,Menin,,low_or_inactive_>10uM,False,False,0.8441841801178012,high
CC(=O)O[C@@H]1CCC[C@H]1C(C#N)(C1CCN(CCCOc2ccc(cc2)C#N)CC1)c1ccccc1F,1,1,4.943095148663527,4.943095148663527,11400.0,11400.0,IC50,BindingDB,480248,Menin,,low_or_inactive_>10uM,False,False,0.8343630723648456,high
CC(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1F)C1CCN(CCCOc2ccc(C#N)cc2)CC1,1,1,4.943095148663527,4.943095148663527,11400.0,11400.0,IC50,ChEMBL,CHEMBL5869006,Menin,2021,low_or_inactive_>10uM,False,False,0.8300471392255393,high
CC(=O)O[C@@H]1CCC[C@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(CC(F)(F)F)cc2)CC1)c1cccc(F)c1,1,1,4.935542010773082,4.935542010773082,11600.0,11600.0,IC50,BindingDB,480355,Menin,,low_or_inactive_>10uM,False,False,0.9140649461626501,high
CC(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(CC(F)(F)F)cc3)C2)CC1,1,1,4.935542010773082,4.935542010773082,11600.0,11600.0,IC50,ChEMBL,CHEMBL5842609,Menin,2021,low_or_inactive_>10uM,False,False,0.8968920895088245,high
C[C@H](NC(=O)O[C@H]1CCC[C@@H]1[C@@](C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccncc2)CC1)c1ccccc1)c1ccccc1,1,1,4.935542010773082,4.935542010773082,11600.0,11600.0,IC50,BindingDB,480157,Menin,,low_or_inactive_>10uM,False,False,0.8252403857548427,high
C[C@H](NC(=O)O[C@H]1CCC[C@@H]1[C@](C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1)c1ccccc1,1,1,4.935542010773082,4.935542010773082,11600.0,11600.0,IC50,ChEMBL,CHEMBL6056651,Menin,2021,low_or_inactive_>10uM,False,False,0.8500588530583087,high
N#Cc1cc2cc(C(=O)N[C@H]3CC[C@H](C4(C5CCCC5)NCCc5ccccc54)CC3)ccc2[nH]1,1,1,4.935542010773082,4.935542010773082,11600.0,11600.0,IC50,ChEMBL,CHEMBL6007799,Menin,2021,low_or_inactive_>10uM,False,False,0.7433379033423104,high
O=C(N[C@H]1CC[C@@H](CC1)C1(NCCc2ccccc12)C1CCCC1)c1ccc2[nH]c(cc2c1)C#N,1,1,4.935542010773082,4.935542010773082,11600.0,11600.0,IC50,BindingDB,480029,Menin,,low_or_inactive_>10uM,False,False,0.7799070327970208,high
C(N1CCC(CC1)Nc1ncnc2sc3CCCc3c12)c1ccccc1,1,1,4.920818753952375,4.920818753952375,12000.0,12000.0,IC50,BindingDB,152243,Menin,,low_or_inactive_>10uM,False,False,0.8462836879675001,high
CC1(C)CC(=O)C2=C(C1)Nc1ccccc1NC2c1ccc2OCOc2c1,1,1,4.920818753952375,4.920818753952375,12000.0,12000.0,IC50,BindingDB,152251,Menin,,low_or_inactive_>10uM,False,False,0.3022026555368865,medium
CC1(C)CC(=O)C2=C(C1)Nc1ccccc1NC2c1ccc2c(c1)OCO2,1,1,4.920818753952375,4.920818753952375,12000.0,12000.0,IC50,ChEMBL,CHEMBL3696197,Menin,2015,low_or_inactive_>10uM,False,False,0.2509318595175374,low
CCc1cc2c(N3CCN(C(=O)c4ccco4)CC3)ncnc2s1,1,1,4.920818753952375,4.920818753952375,12000.0,12000.0,IC50,ChEMBL,CHEMBL1342135,Menin,2015,low_or_inactive_>10uM,False,False,0.2390618351698381,low
CCc1cc2c(ncnc2s1)N1CCN(CC1)C(=O)c1ccco1,1,1,4.920818753952375,4.920818753952375,12000.0,12000.0,IC50,BindingDB,152228,Menin,,low_or_inactive_>10uM,False,False,0.44157895142890435,medium
c1ccc(CN2CCC(Nc3ncnc4sc5c(c34)CCC5)CC2)cc1,1,1,4.920818753952375,4.920818753952375,12000.0,12000.0,IC50,ChEMBL,CHEMBL3696189,Menin,2015,low_or_inactive_>10uM,False,False,0.808375815061944,high
C1CN(CCC1C(C2=CC=CC=C2)(C3=CC=CC=C3)O)CC(COC4=CC=C(C=C4)C#N)O,1,1,4.892790030352131,4.892790030352131,12800.0,12800.0,IC50,PubChem,4831277.0,,,low_or_inactive_>10uM,False,False,0.4873804673760616,medium
N#Cc1ccc(OCC(O)CN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,1,1,4.892790030352131,4.892790030352131,12800.0,12800.0,IC50,ChEMBL,CHEMBL1438422,Menin,2014,low_or_inactive_>10uM,False,False,0.7736092558036178,high
OC(COc1ccc(cc1)C#N)CN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1,1,1,4.892790030352131,4.892790030352131,12800.0,12800.0,IC50,BindingDB,50496342,Menin,,low_or_inactive_>10uM,False,False,0.750534671297443,high
C[C@@H]1CC(C(C#N)(c2ccccc2)C2CCCC2)C[C@H](C)N1CCCOc1ccc(C#N)cc1,1,1,4.882728704344236,4.882728704344236,13100.0,13100.0,IC50,ChEMBL,CHEMBL5792312,Menin,2021,low_or_inactive_>10uM,False,False,0.875844564615548,high
C[C@H]1CC(C[C@@H](C)N1CCCOc1ccc(cc1)C#N)C(C#N)(C1CCCC1)c1ccccc1,1,1,4.882728704344236,4.882728704344236,13100.0,13100.0,IC50,BindingDB,480070,Menin,,low_or_inactive_>10uM,False,False,0.875255154356673,high
O=S(=O)(C1CC1)c1ccc(O[C@H]2C[C@H](C2)N2CCC(CC2)C2(NCCc3ccccc23)C2CCCC2)cc1,1,1,4.882728704344236,4.882728704344236,13100.0,13100.0,IC50,BindingDB,480038,Menin,,low_or_inactive_>10uM,False,False,0.8929397716931369,high
O=S(=O)(c1ccc(O[C@H]2C[C@@H](N3CCC(C4(C5CCCC5)NCCc5ccccc54)CC3)C2)cc1)C1CC1,1,1,4.882728704344236,4.882728704344236,13100.0,13100.0,IC50,ChEMBL,CHEMBL5887740,Menin,2021,low_or_inactive_>10uM,False,False,0.8800564010837638,high
CC(=O)O[C@@H]1CCC[C@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccccc2)CC1)c1cccc(F)c1,1,1,4.860120913598763,4.860120913598763,13800.0,13800.0,IC50,BindingDB,480252,Menin,,low_or_inactive_>10uM,False,False,0.8233214667574801,high
CC(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccccc4)cc3)C2)CC1,1,1,4.860120913598763,4.860120913598763,13800.0,13800.0,IC50,ChEMBL,CHEMBL5914883,Menin,2021,low_or_inactive_>10uM,False,False,0.8356400620080038,high
CCC1=CC2=C(N=CN=C2S1)N3CCN(CC3)CC4=CC=C(C=C4)Cl,1,1,4.853871964321762,4.853871964321762,14000.0,14000.0,IC50,PubChem,31538781.0,,,low_or_inactive_>10uM,False,False,0.5420780792508466,medium
CS(=O)(=O)CO[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccncc2)CC1)c1ccccc1,1,1,4.841637507904751,4.841637507904751,14400.0,14400.0,IC50,BindingDB,480192,Menin,,low_or_inactive_>10uM,False,False,0.76267665493394,high
CS(=O)(=O)CO[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,1,1,4.841637507904751,4.841637507904751,14400.0,14400.0,IC50,ChEMBL,CHEMBL5851276,Menin,2021,low_or_inactive_>10uM,False,False,0.7778151799154661,high
CC(=O)O[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)C(O)=O)CC1)c1ccccc1,1,1,4.82102305270683,4.82102305270683,15100.0,15100.0,IC50,BindingDB,480324,Menin,,low_or_inactive_>10uM,False,False,0.6732258611294695,medium
CC(=O)O[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(C(=O)O)cc3)C2)CC1,1,1,4.82102305270683,4.82102305270683,15100.0,15100.0,IC50,ChEMBL,CHEMBL5873208,Menin,2021,low_or_inactive_>10uM,False,False,0.4116049496564772,medium
CCCCC(C1CCN(CC1)CCCOC2=CC=C(C=C2)C#N)(C3=CC=CC=C3)O,1,1,4.815308569182402,4.815308569182402,15300.0,15300.0,IC50,PubChem,46926614.0,,,low_or_inactive_>10uM,False,False,0.7849215880053378,high
CCCCC(O)(C1CCN(CCCOc2ccc(cc2)C#N)CC1)c1ccccc1,1,1,4.815308569182402,4.815308569182402,15300.0,15300.0,IC50,BindingDB,50496338,Menin,,low_or_inactive_>10uM,False,False,0.8135945302714417,high
CCCCC(O)(c1ccccc1)C1CCN(CCCOc2ccc(C#N)cc2)CC1,1,1,4.815308569182402,4.815308569182402,15300.0,15300.0,IC50,ChEMBL,CHEMBL3126181,Menin,2014,low_or_inactive_>10uM,False,False,0.8063489870130318,high
NCC1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@H]3[C@H](O)[C@@H](N)C[C@@H](N)[C@@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@@H](N)[C@H](O)[C@H]1O,1,1,4.806875401645539,4.806875401645539,15600.0,15600.0,Kd,BindingDB,50366388,Menin,,low_or_inactive_>10uM,False,False,0.0017890522065937497,low
NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,1,1,4.806875401645539,4.806875401645539,15600.0,15600.0,Kd,ChEMBL,CHEMBL184618,Menin,2014,low_or_inactive_>10uM,False,False,0.0015267305849626905,low
CCc1cc2c(N3CCN(CC(=O)N4CCN(C)CC4)CC3)ncnc2s1,1,1,4.795880017344075,4.795880017344075,16000.0,16000.0,IC50,ChEMBL,CHEMBL3696182,Menin,2015,low_or_inactive_>10uM,False,False,0.47400369639974843,medium
CCc1cc2c(ncnc2s1)N1CCN(CC(=O)N2CCN(C)CC2)CC1,1,1,4.795880017344075,4.795880017344075,16000.0,16000.0,IC50,BindingDB,152234,Menin,,low_or_inactive_>10uM,False,False,0.3330443783544165,medium
CSC[C@@H]1CCC[C@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccncc2)CC1)c1ccccc1,1,1,4.769551078621726,4.769551078621726,17000.0,17000.0,IC50,BindingDB,480199,Menin,,low_or_inactive_>10uM,False,False,0.9369550196160918,high
CSC[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,1,1,4.769551078621726,4.769551078621726,17000.0,17000.0,IC50,ChEMBL,CHEMBL5742182,Menin,2021,low_or_inactive_>10uM,False,False,0.9447685432426296,high
C1CN(CCC1CN[C@@H]2C[C@H]2C3=CC=CC=C3)C4=C5C=C(SC5=NC=N4)CC(F)(F)F,1,1,4.761201437286083,4.761201437286083,17330.0,17330.0,IC50,PubChem,155561606.0,,,low_or_inactive_>10uM,False,False,0.930113913401967,high
CO[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(C)(=O)=O)CC1)c1ccccc1,1,1,4.7423214251308154,4.7423214251308154,18100.0,18100.0,IC50,BindingDB,480121,Menin,,low_or_inactive_>10uM,False,False,0.8196575152369696,high
CO[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(C)(=O)=O)cc3)C2)CC1,1,1,4.7423214251308154,4.7423214251308154,18100.0,18100.0,IC50,ChEMBL,CHEMBL5995050,Menin,2021,low_or_inactive_>10uM,False,False,0.8366981186202856,high
FCC1(CF)CC(C1)N1CCC(CC1)C1(NCCc2ccccc12)C1CCCC1,1,1,4.739928612014925,4.739928612014925,18200.0,18200.0,IC50,BindingDB,480009,Menin,,low_or_inactive_>10uM,False,False,0.7333892810480643,high
FCC1(CF)CC(N2CCC(C3(C4CCCC4)NCCc4ccccc43)CC2)C1,1,1,4.739928612014925,4.739928612014925,18200.0,18200.0,IC50,ChEMBL,CHEMBL5869690,Menin,2021,low_or_inactive_>10uM,False,False,0.9098338927130262,high
COCC(C1CC1)C(C#N)(C1CCN(CCCOc2ccc(cc2)C#N)CC1)c1ccccc1,1,1,4.721246399047171,4.721246399047171,19000.0,19000.0,IC50,BindingDB,480268,Menin,,low_or_inactive_>10uM,False,False,0.8777311438693541,high
COCC(C1CC1)C(C#N)(c1ccccc1)C1CCN(CCCOc2ccc(C#N)cc2)CC1,1,1,4.721246399047171,4.721246399047171,19000.0,19000.0,IC50,ChEMBL,CHEMBL5908865,Menin,2021,low_or_inactive_>10uM,False,False,0.8709511271373931,high
C[C@@H](C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C)NC(=O)[C@H](CC4=CNC5=CC=CC=C54)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)C,1,1,4.721246399047171,4.721246399047171,19000.0,19000.0,IC50,PubChem,162643647.0,,,low_or_inactive_>10uM,False,False,0.09903140436394,low
CN([C@@H]1CCC[C@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1)c1ccccc1)S(C)(=O)=O,1,1,4.716698771296451,4.716698771296451,19200.0,19200.0,IC50,BindingDB,480213,Menin,,low_or_inactive_>10uM,False,False,0.7949167849280703,high
CN([C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1)S(C)(=O)=O,1,1,4.716698771296451,4.716698771296451,19200.0,19200.0,IC50,ChEMBL,CHEMBL5882575,Menin,2021,low_or_inactive_>10uM,False,False,0.8024040331876067,high
CC1CCc2c(C1)sc1ncnc(NC3CCN(Cc4ccccc4)CC3)c21,1,1,4.698970004336019,4.698970004336019,20000.0,20000.0,IC50,BindingDB,152244,Menin,,low_or_inactive_>10uM,False,False,0.8657136995523911,high
CC1CCc2c(sc3ncnc(NC4CCN(Cc5ccccc5)CC4)c23)C1,1,1,4.698970004336019,4.698970004336019,20000.0,20000.0,IC50,ChEMBL,CHEMBL3696190,Menin,2015,low_or_inactive_>10uM,False,False,0.8880734988410146,high
CCc1cc2c(N3CCN(CC(=O)N4CCOCC4)CC3)ncnc2s1,1,1,4.698970004336019,4.698970004336019,20000.0,20000.0,IC50,ChEMBL,CHEMBL3696178,Menin,2015,low_or_inactive_>10uM,False,False,0.2834968920279077,low
CCc1cc2c(ncnc2s1)N1CCN(CC(=O)N2CCOCC2)CC1,1,1,4.698970004336019,4.698970004336019,20000.0,20000.0,IC50,BindingDB,152227,Menin,,low_or_inactive_>10uM,False,False,0.18519599566087816,low
COc1ccc(CN2CCCN(CC2)c2ncnc3sc(C)c(C)c23)cc1,1,1,4.698970004336019,4.698970004336019,20000.0,20000.0,IC50,BindingDB,152238,Menin,,low_or_inactive_>10uM,False,False,0.9291168774258848,high
COc1ccc(CN2CCCN(c3ncnc4sc(C)c(C)c34)CC2)cc1,1,1,4.698970004336019,4.698970004336019,20000.0,20000.0,IC50,ChEMBL,CHEMBL3696185,Menin,2015,low_or_inactive_>10uM,False,False,0.8748103824076257,high
